category,sub_category,city,name,area,address,phone_no_1,phone_no_2,source,ratings,state,country,email,latitude,longitude,reviews,facebook_url,linkdin_url,twitter_url,description,pincode,virtual_phone_no,whatsapp_no,phone_no_3,avg_spent,cost_for_two,facebook_Url,linkdin_Url,twitter_Url,phone_no_1.1,linkedin_url
Food & Dining,Restaurants,Tadepalligudem Mandalam,Pawan Mess,"RG8F+HM6, Ambedkar Nagar","RG8F+HM6, Ambedkar Nagar, Tadepalligudem, Andhra Pradesh 534101",098480 27209,,,,Andhra Pradesh,India,,,,3.7,,,,,534101.0,,,,,,,,,,
Food & Dining,Restaurants,Tadepalligudem Mandalam,Bubble Bites,"KN Rd, beside Indian Oil Petrol Bunk","KN Rd, beside Indian Oil Petrol Bunk, Subbaraopet, Tadepalligudem, Andhra Pradesh 534101",081064 88683,,bubblebites.in,,Andhra Pradesh,India,,,,4.4,,,,,534101.0,,,,,,,,,,
Food & Dining,Restaurants,Tadepalligudem Mandalam,Rahmans dum biryani,"Geeta mandir street Opp. RTC Complex Chinna, Maseed Rd","Geeta mandir street Opp. RTC Complex Chinna, Maseed Rd, Tadepalligudem, Andhra Pradesh 534101",094414 04619,,,,Andhra Pradesh,India,,,,4.0,,,,,534101.0,,,,,,,,,,
Food & Dining,Restaurants,Tadepalligudem Mandalam,AK's Taaza Kitchen,"RG4J+W4V, Eluru Rd","RG4J+W4V, Eluru Rd, Seetarampeta, Venkatasubbayya Colony, Tadepalligudem, Andhra Pradesh 534101",090638 89999,,,,Andhra Pradesh,India,,,,4.1,,,,,534101.0,,,,,,,,,,
Food & Dining,Restaurants,Tadepalligudem Mandalam,Swagath restaurant,"5th Floor, Hotel Selection Grand","5th Floor, Hotel Selection Grand, Gollagudem Ctr Rd, Housing Board Colony, Tadepalligudem, Andhra Pradesh 534101",098492 23959,,,,Andhra Pradesh,India,,,,3.7,,,,,534101.0,,,,,,,,,,
Food & Dining,Restaurants,Tadepalligudem Mandalam,New Sitara Grand,"Near eluru busstop, Eluru Rd","Near eluru busstop, Eluru Rd, Tadepalligudem, Andhra Pradesh 534102",,,,,Andhra Pradesh,India,,,,4.5,,,,,534102.0,,,,,,,,,,
Food & Dining,Restaurants,Tadepalligudem Mandalam,Shiva's Food Zone,"Dhulipala Vari St, opposite Vivekanandha Statue","Dhulipala Vari St, opposite Vivekanandha Statue, Karri Satyavathi Nagar, Tadepalligudem, Andhra Pradesh 534101",,,,,Andhra Pradesh,India,,,,4.9,,,,,534101.0,,,,,,,,,,
Food & Dining,Restaurants,Tadepalligudem Mandalam,Kings Hotel,"Railway Station Rd, opposite","Railway Station Rd, opposite, Tadepalligudem, Andhra Pradesh 534101",088863 11977,,,,Andhra Pradesh,India,,,,4.2,,,,,534101.0,,,,,,,,,,
Food & Dining,Restaurants,Tadepalligudem Mandalam,MODERN CAFE PAAN SHOP,"SHOP NO 1 OPPO, Tanuku Rd","SHOP NO 1 OPPO, Tanuku Rd, Andhra Pradesh 534101",099125 49477,,,,Andhra Pradesh,India,,,,3.6,,,,,534101.0,,,,,,,,,,
Food & Dining,Restaurants,Vontimitta,Vontimitta Hotel Rayalaseema,"opp. kalyana mandapam, Vontimitta","opp. kalyana mandapam, Vontimitta, Andhra Pradesh 516213",095539 99175,,,,Andhra Pradesh,India,,,,4.0,,,,,516213.0,,,,,,,,,,
Food & Dining,Restaurants,Vontimitta,Haritha Hotel..APTDC,"92RG+5R2, Naama Vari St","92RG+5R2, Naama Vari St, Vontimitta, Andhra Pradesh 516213",,,,,Andhra Pradesh,India,,,,3.3,,,,,516213.0,,,,,,,,,,
Food & Dining,Restaurants,Vontimitta,Mayura Grand,"kadapa, Highway","kadapa, Highway, beside Indian oil Petrol Bunk, Tirupati, Vontimitta, Andhra Pradesh 516213",077804 89643,,,,Andhra Pradesh,India,,,,4.6,,,,,516213.0,,,,,,,,,,
Food & Dining,Restaurants,Vontimitta,SREE HANUMMA VEG,"92VG+HW7, Ramalayam Rd","92VG+HW7, Ramalayam Rd, Vontimitta, Andhra Pradesh 516213",,,,,Andhra Pradesh,India,,,,4.5,,,,,516213.0,,,,,,,,,,
Food & Dining,Restaurants,Vontimitta,Sri Kondanda Ramaswamy Nitya Annadaana Kshetram,"92VG+PHG, Vontimitta","92VG+PHG, Vontimitta, Andhra Pradesh 516213",,,,,Andhra Pradesh,India,,,,4.7,,,,,516213.0,,,,,,,,,,
Food & Dining,Restaurants,Vontimitta,Taj Family Restaurant A/C Non,"92VG+WGG, Vontimitta","92VG+WGG, Vontimitta, Andhra Pradesh 516213",,,,,Andhra Pradesh,India,,,,3.5,,,,,516213.0,,,,,,,,,,
Food & Dining,Restaurants,Vontimitta,Sri Devi Hotel,"4, Vontimitta","4, Vontimitta, Andhra Pradesh 516001",098856 55930,,,,Andhra Pradesh,India,,,,3.3,,,,,516001.0,,,,,,,,,,
Shopping,Supermarkets,Ammalladinne,AMMA SUPERMARKET,"Room no 14&15, JCNRM Shopping complex","Room no 14&15, JCNRM Shopping complex, NTR Circle, behind vegetable Market, Gandhi Katta, Tadipatri, Andhra Pradesh 515411",090004 74174,,,,Andhra Pradesh,India,,,,4.6,,,,,515411.0,,,,,,,,,,
Shopping,Supermarkets,Ammalladinne,Lalitha MegaMall,"Shop No 2, Harsha Plaza","Shop No 2, Harsha Plaza, 2/1-2, CB Rd, Weavers Colony, Tadipatri, Andhra Pradesh 515411",,,,,Andhra Pradesh,India,,,,4.0,,,,,515411.0,,,,,,,,,,
Shopping,Supermarkets,Ammalladinne,Apple Super Market,"G597+X27, Kotabommali","G597+X27, Kotabommali, Andhra Pradesh 532195",094408 87889,,,,Andhra Pradesh,India,,,,4.0,,,,,532195.0,,,,,,,,,,
Shopping,Supermarkets,Ammalladinne,KMR SUPER MARKET,"6P9P+8FQ, Andhra Pradesh 517408","6P9P+8FQ, Andhra Pradesh 517408",,,,,Andhra Pradesh,India,,,,4.7,,,,,517408.0,,,,,,,,,,
Shopping,Supermarkets,Ammalladinne,AMMA SUPER MARKET,"1-1, Main Road","1-1, Main Road, Pasarlapudi, Andhra Pradesh 533247",097010 37593,,,,Andhra Pradesh,India,,,,4.3,,,,,533247.0,,,,,,,,,,
Shopping,Supermarkets,Ammalladinne,AADI SHANKARA GRAND MART,"3M2R+HQW, Arepalli","3M2R+HQW, Arepalli, Andhra Pradesh 522259",090148 69691,,,,Andhra Pradesh,India,,,,4.4,,,,,522259.0,,,,,,,,,,
Shopping,Supermarkets,Ammalladinne,More Supermarket - Mehaboob Towers Ananthapur,"Georgepet, Rangaswamy Nagar","Georgepet, Rangaswamy Nagar, Anantapur, Andhra Pradesh 515004",081081 38000,,moreretail.in,,Andhra Pradesh,India,,,,3.9,,,,,515004.0,,,,,,,,,,
Shopping,Supermarkets,Ammalladinne,Vishal Mega Mart,"Ramachandra Nagar, Anantapur","Ramachandra Nagar, Anantapur, Andhra Pradesh 515001",081780 25738,,stores.vishalmegamart.com,,Andhra Pradesh,India,,,,3.6,,,,,515001.0,,,,,,,,,,
Shopping,Supermarkets,Ammalladinne,AMMA SUPERMARKET,"Ramco Employees Colony, Kalvatala","Ramco Employees Colony, Kalvatala, Andhra Pradesh 518123",,,,,Andhra Pradesh,India,,,,5.0,,,,,518123.0,,,,,,,,,,
Shopping,Supermarkets,Ammalladinne,More Supermarket,"Ground Floor, Ward No 12 Survey No 283/2","Ground Floor, Ward No 12 Survey No 283/2, Jesus Nagar, Ashok Nagar, Anantapur, Andhra Pradesh 515001",081081 38000,,moreretail.in,,Andhra Pradesh,India,,,,3.8,,,,,515001.0,,,,,,,,,,
Shopping,Supermarkets,Ammalladinne,AKHILA MEGA MART,"Room no 8 & 9, JCNRM SHOPPING COMPLEX","Room no 8 & 9, JCNRM SHOPPING COMPLEX, NEAR NEW VEGETABLE MARKET, ROAD, CB Rd, opp. NTR CIRCLE, Tadipatri, Andhra Pradesh 515411",,,,,Andhra Pradesh,India,,,,5.0,,,,,515411.0,,,,,,,,,,
Shopping,Supermarkets,Anumasamudrampeta Mand,Manchikanti Super Market,"Stonehousepet Rd, Lakshmi Sai Nagar","Stonehousepet Rd, Lakshmi Sai Nagar, Stonehouse Pet, Nellore, Andhra Pradesh 524002",099859 95995,,,,Andhra Pradesh,India,,,,3.9,,,,,524002.0,,,,,,,,,,
Shopping,Supermarkets,Anumasamudrampeta Mand,More,"Ground Floor, D.No. 26","Ground Floor, D.No. 26, Mvs Kalyanmadapam, 111-1500, 9th Cross Rd, Chandra Mouli Nagar, Vedayapalem, Nellore, Andhra Pradesh 524003",081081 38000,,moreretail.in,,Andhra Pradesh,India,,,,3.8,,,,,524003.0,,,,,,,,,,
