category,sub_category,city,name,area,address,phone_no_1,phone_no_2,source,ratings,state,country,email,latitude,longitude,reviews,facebook_url,linkdin_url,twitter_url,description,pincode,virtual_phone_no,whatsapp_no,phone_no_3,avg_spent,cost_for_two,facebook_Url,linkdin_Url,twitter_Url,phone_no_1.1,linkedin_url
Hospital & Clinics,pharma store,Peddavadugur,Ramadevi Medicals & General Store,"Busstand, opp. to RTC","Busstand, opp. to RTC, Kolimigundla, Andhra Pradesh 518123",096664 02474,,,,Andhra Pradesh,India,,,,5.0,,,,,518123.0,,,,,,,,,,
Hospital & Clinics,pharma store,Peddavadugur,Shree sai medical store and clinic,"2M9F+HH7, road","2M9F+HH7, road, Chinnavaduguru, Peddvaduguru, Andhra Pradesh 515004",090000 85859,,,,Andhra Pradesh,India,,,,,,,,,515004.0,,,,,,,,,,
Hospital & Clinics,pharma store,Peddavadugur,Balaji medical store,"WVJ6+5QV, Peddapappuru","WVJ6+5QV, Peddapappuru, Andhra Pradesh 515445",,,,,Andhra Pradesh,India,,,,,,,,,515445.0,,,,,,,,,,
Hospital & Clinics,pharma store,Rajupalam,Pharmaplus,"G.N.T. Rd, North Rajupalem","G.N.T. Rd, North Rajupalem, Andhra Pradesh 524366",,,ashvatpharmplus.com,,Andhra Pradesh,India,,,,5.0,,,,,524366.0,,,,,,,,,,
Hospital & Clinics,pharma store,Rajupalam,SEHAT MEDICAL & GENERAL STORES,"near MPUP SCHOOL, Bhallukanudupalem","near MPUP SCHOOL, Bhallukanudupalem, Andhra Pradesh 522112",,,,,Andhra Pradesh,India,,,,5.0,,,,,522112.0,,,,,,,,,,
Hospital & Clinics,pharma store,Rajupalam,Avin Pharmacy,"HX4Q+WGH, GNT Main Rd","HX4Q+WGH, GNT Main Rd, North Rajupalem, Andhra Pradesh 524366",,,,,Andhra Pradesh,India,,,,5.0,,,,,524366.0,,,,,,,,,,
Hospital & Clinics,pharma store,Rajupalam,Veerabhadra Medical &general Stores,"5599+Q37, main road","5599+Q37, main road, kirlempudi, Rajupalem, Andhra Pradesh 533431",,,,,Andhra Pradesh,India,,,,1.5,,,,,533431.0,,,,,,,,,,
Hospital & Clinics,pharma store,Rajupalam,Sri Sairam Medical Store (All Type Of Medicines For Human And Animals Medicines Are Available Here),"2R47+7W8, Pedapavani","2R47+7W8, Pedapavani, Andhra Pradesh 523115",,,,,Andhra Pradesh,India,,,,4.3,,,,,523115.0,,,,,,,,,,
Hospital & Clinics,pharma store,Rajupalam,JMJ Pharmacy,"Mangalapalem Rd, Visakhapatnam","Mangalapalem Rd, Visakhapatnam, Mangalapalem, Andhra Pradesh 531035",073968 22891,,medical-store.in,,Andhra Pradesh,India,,,,4.5,,,,,531035.0,,,,,,,,,,
Hospital & Clinics,pharma store,Rajupalam,AP Medical &General stores,"6-1226 Tirumalagiri, road","6-1226 Tirumalagiri, road, Torraguntapalem, Andhra Pradesh 521175",094900 04566,,,,Andhra Pradesh,India,,,,,,,,,521175.0,,,,,,,,,,
Hospital & Clinics,pharma store,Rajupalam,Vamsi Medical Stores,"besides IOB, Mahipala Cheruvu - Pallamkurru Rd","besides IOB, Mahipala Cheruvu - Pallamkurru Rd, main road, Pallamkuru, Andhra Pradesh 533212",,,,,Andhra Pradesh,India,,,,5.0,,,,,533212.0,,,,,,,,,,
Hospital & Clinics,pharma store,Rajupalam,Anitha Medical & General Stores,"Main Road Karalapalem, District Guntur","Main Road Karalapalem, District Guntur, Karalapalem, Andhra Pradesh 522111",092999 97995,,,,Andhra Pradesh,India,,,,3.7,,,,,522111.0,,,,,,,,,,
Hospital & Clinics,pharma store,Rajupalam,Sri Lakshmi Venkateswara Medical And Fancy Store,"WGWX+89W, Karalapalem","WGWX+89W, Karalapalem, Andhra Pradesh 522111",,,,,Andhra Pradesh,India,,,,5.0,,,,,522111.0,,,,,,,,,,
Hospital & Clinics,pharma store,Rajupalam,Shanmukhi Medical And General Stores,"Pendurthi, Chintalapalem","Pendurthi, Chintalapalem, Andhra Pradesh 531173",099637 78140,,,,Andhra Pradesh,India,,,,5.0,,,,,531173.0,,,,,,,,,,
Hospital & Clinics,pharma store,Rajupalam,SUN PHARMACY MEDICALS&GENERAL STORE,"No-13-34,GROUND FLORE","No-13-34,GROUND FLORE,RTC COMPLEX ROAD,MAIN ROAD, VISAKAPATNAM531035, Sabbavaram, Andhra Pradesh 531035",,,,,Andhra Pradesh,India,,,,5.0,,,,,531035.0,,,,,,,,,,
Hospital & Clinics,pharma store,Rajupalam,Naveen medical &Genaral stores,"Main road, Kailasapatnam","Main road, Kailasapatnam, Rajupeta, Andhra Pradesh 531085",,,,,Andhra Pradesh,India,,,,5.0,,,,,531085.0,,,,,,,,,,
Hospital & Clinics,pharma store,Rajupalam,Rajuvarma Pharmacy,"31-30-173, Vadlapudi","31-30-173, Vadlapudi, Kurmannapalem, Visakhapatnam, Andhra Pradesh 530046",,,,,Andhra Pradesh,India,,,,5.0,,,,,530046.0,,,,,,,,,,
Hospital & Clinics,pharma store,Rajupalam,Uma Maheswara Medical & General Stores,"22VH+JVV, Main road Mainroad Mainroad Mallayapalam","22VH+JVV, Main road Mainroad Mainroad Mallayapalam, Patha Mallayapalem, Andhra Pradesh 523301",,,,,Andhra Pradesh,India,,,,,,,,,523301.0,,,,,,,,,,
Hospital & Clinics,pharma store,Rajupalam,Sri Venkateswara Medical & General Stores,"DNo.1-199, Peddapalem","DNo.1-199, Peddapalem,Ramannapelem, Vadali, Penugonda, Andhra Pradesh 534324",,,,,Andhra Pradesh,India,,,,5.0,,,,,534324.0,,,,,,,,,,
Hospital & Clinics,pharma store,Rajupalam,KanakaRaju Medical Store,"7Q7M+84C, Indukuru Peta","7Q7M+84C, Indukuru Peta, Lothupalem, Andhra Pradesh 533286",,,,,Andhra Pradesh,India,,,,4.0,,,,,533286.0,,,,,,,,,,
Hospital & Clinics,pharma store,Rajupalam,GAYATHRI MEDICAL AND GENERALSTORES,"Shop No 8, Main Road","Shop No 8, Main Road, Doddipatla, Abbirajupalem, Andhra Pradesh 534266",083410 63268,,,,Andhra Pradesh,India,,,,5.0,,,,,534266.0,,,,,,,,,,
Hospital & Clinics,pharma store,Rajupalam,Sri Anjana Medical Francis General Stores,"Tsunduru, 4-162","Tsunduru, 4-162, Vetapalem, Andhra Pradesh 522212",090520 98382,,,,Andhra Pradesh,India,,,,5.0,,,,,522212.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole,KIRAN MEDICAL & GENARAL STORE,"Akulavari St, Razole","Akulavari St, Razole, Andhra Pradesh 533242",,,,,Andhra Pradesh,India,,,,4.0,,,,,533242.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole,Apollo Pharmacy Razole,"Gandhi Bomma Center, No. 5-125","Gandhi Bomma Center, No. 5-125, opp. Head Post Office, Razole, Andhra Pradesh 533242",091540 92400,,apollopharmacy.in,,Andhra Pradesh,India,,,,3.0,,,,,533242.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole,MedPlus Razole,"D No 5/143, Balaji Complex Main Road","D No 5/143, Balaji Complex Main Road, East Godavari, Andhra Pradesh 533242",088622 20011,,medplusmart.com,,Andhra Pradesh,India,,,,4.3,,,,,533242.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole,Srinivasa Medical and General Stores,"Shop No. 6-4/9 Srinivasa Complex Old Library Street, Razole - Ponnamanda Rd","Shop No. 6-4/9 Srinivasa Complex Old Library Street, Razole - Ponnamanda Rd, Razole, Mandal, Andhra Pradesh 533242",099491 33202,,,,Andhra Pradesh,India,,,,4.0,,,,,533242.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole,Aushadhi Pharmacy,"FRHR+C9F, Razole","FRHR+C9F, Razole, Andhra Pradesh 533242",,,,,Andhra Pradesh,India,,,,,,,,,533242.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole,JEEVAM MEDICAL AND GENERAL STORES,"DOR NO 1, 221","DOR NO 1, 221, LIC ROAD, Razole, Andhra Pradesh 533242",089899 96888,,,,Andhra Pradesh,India,,,,,,,,,533242.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole,Sri Durga Medical And General Stores,"Shop No.5-4/9 Sri Durga Complex Main Road, Mandal","Shop No.5-4/9 Sri Durga Complex Main Road, Mandal, Kunavaram, Razole, Andhra Pradesh 533244",096761 90779,,,,Andhra Pradesh,India,,,,,,,,,533244.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole,MedPlus Complex Road Razole,"D.No.9-203/1, Survey No.218/13","D.No.9-203/1, Survey No.218/13, RTC Complex Road, Razole, Andhra Pradesh 533242",093469 71812,,medplusmart.com,,Andhra Pradesh,India,,,,,,,,,533242.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole,MedPlus Lakkavaram,"D.No.4-53, Battelanka Road","D.No.4-53, Battelanka Road, Lakkavaram, Malkipuram, Razole, Andhra Pradesh 533254",093914 17625,,medplusmart.com,,Andhra Pradesh,India,,,,4.4,,,,,533254.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole,MedPlus Tatipaka,"D No 8/243 Sy No 232/1B, Tatipaka","D No 8/243 Sy No 232/1B, Tatipaka, Razole, Andhra Pradesh 533248",090142 06934,,medplusmart.com,,Andhra Pradesh,India,,,,3.0,,,,,533248.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole,Sri Anantha Lakshmi Medical And General Stores,"Shop No 2-4/6, Anantha Lakshmi Complex","Shop No 2-4/6, Anantha Lakshmi Complex, Razole Mandal, Main Road, near High School, Ponnamanda, Andhra Pradesh 533248",,,,,Andhra Pradesh,India,,,,4.5,,,,,533248.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole,SRI ADITYA MEDICAL & GENERAL STORES,"SHOP NO.1, RAZOLE MANDAL","SHOP NO.1, RAZOLE MANDAL, 319 MAIN ROAD, Podalada, Andhra Pradesh 533249",099890 36985,,,,Andhra Pradesh,India,,,,3.7,,,,,533249.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole,SRI RAKSHITA MEDICAL STORES,"SHOP NO.2-174, ROAD","SHOP NO.2-174, ROAD, near PAVAN HOSPITAL, B. Savaram, Razole, Andhra Pradesh 533242",083330 03678,,,,Andhra Pradesh,India,,,,,,,,,533242.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole,Venkateswara Ayurvedic Medical Stores,"Razole - Jaggannapeta Road, beside Annapurna Theatre","Razole - Jaggannapeta Road, beside Annapurna Theatre, Razole, Tatipaka, Andhra Pradesh 533249",099492 94220,,,,Andhra Pradesh,India,,,,4.0,,,,,533249.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole,A.S MEDICAL & GENERAL STORES,"SHOP NO.7, RAZOLE MANDAL","SHOP NO.7, RAZOLE MANDAL, 244/A, MAIN ROAD, near LAND MARK, Tatipaka, Andhra Pradesh 533249",078933 53569,,,,Andhra Pradesh,India,,,,,,,,,533249.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole,A S Medical And General Stores,"Razole Mandal, Shop No.2-112 Main Road Opposite Sivakodu High School","Razole Mandal, Shop No.2-112 Main Road Opposite Sivakodu High School, Sivakodu, Andhra Pradesh 533244",086394 77452,,,,Andhra Pradesh,India,,,,,,,,,533244.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole,Sri Raghava Medicals,"FRGQ+WMM, National Highway 214","FRGQ+WMM, National Highway 214, Razole, Andhra Pradesh 533242",,,,,Andhra Pradesh,India,,,,4.7,,,,,533242.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole,Ayyappa Medical Center,"FRHR+FG6, Razole","FRHR+FG6, Razole, Andhra Pradesh 533242",,,,,Andhra Pradesh,India,,,,4.0,,,,,533242.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole,Sri Kanaka Mahalakshmi Medical & General Stores,"Gogannamatam, Razole","Gogannamatam, Razole, Andhra Pradesh 533248",,,skmlmedicalstoreggm.com,,Andhra Pradesh,India,,,,5.0,,,,,533248.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole,DHARMA MEDICAL AND GENERAL STORE,"SHOP NO. 5, LAKSHMI GARI KALVA GATTU","SHOP NO. 5, LAKSHMI GARI KALVA GATTU, 18A, MAIN ROAD, Sivakodu, Razole, Andhra Pradesh 533244",099895 58001,,,,Andhra Pradesh,India,,,,,,,,,533244.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole,SRI SAI KRISHNA MEDICAL & GENERAL STORE,"SHOP NO.4, RAZOLE MANDAL","SHOP NO.4, RAZOLE MANDAL, 145, KADALI ROAD, Mogalikuduru, Tatipaka, Andhra Pradesh 533249",072870 93992,,,,Andhra Pradesh,India,,,,,,,,,533249.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole Mandal,Srinivasa Medical and General Stores,"Shop No. 6-4/9 Srinivasa Complex Old Library Street, Razole - Ponnamanda Rd","Shop No. 6-4/9 Srinivasa Complex Old Library Street, Razole - Ponnamanda Rd, Razole, Mandal, Andhra Pradesh 533242",099491 33202,,,,Andhra Pradesh,India,,,,4.0,,,,,533242.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole Mandal,Apollo Pharmacy Razole,"Gandhi Bomma Center, No. 5-125","Gandhi Bomma Center, No. 5-125, opp. Head Post Office, Razole, Andhra Pradesh 533242",091540 92400,,apollopharmacy.in,,Andhra Pradesh,India,,,,3.0,,,,,533242.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole Mandal,MedPlus Razole,"D No 5/143, Balaji Complex Main Road","D No 5/143, Balaji Complex Main Road, East Godavari, Andhra Pradesh 533242",088622 20011,,medplusmart.com,,Andhra Pradesh,India,,,,4.3,,,,,533242.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole Mandal,MedPlus Complex Road Razole,"D.No.9-203/1, Survey No.218/13","D.No.9-203/1, Survey No.218/13, RTC Complex Road, Razole, Andhra Pradesh 533242",093469 71812,,medplusmart.com,,Andhra Pradesh,India,,,,,,,,,533242.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole Mandal,A S Medical And General Stores,"Razole Mandal, Shop No.2-112 Main Road Opposite Sivakodu High School","Razole Mandal, Shop No.2-112 Main Road Opposite Sivakodu High School, Sivakodu, Andhra Pradesh 533244",086394 77452,,,,Andhra Pradesh,India,,,,,,,,,533244.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole Mandal,Sri Durga Medical And General Stores,"Shop No.5-4/9 Sri Durga Complex Main Road, Mandal","Shop No.5-4/9 Sri Durga Complex Main Road, Mandal, Kunavaram, Razole, Andhra Pradesh 533244",096761 90779,,,,Andhra Pradesh,India,,,,,,,,,533244.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole Mandal,A.S MEDICAL & GENERAL STORES,"SHOP NO.7, RAZOLE MANDAL","SHOP NO.7, RAZOLE MANDAL, 244/A, MAIN ROAD, near LAND MARK, Tatipaka, Andhra Pradesh 533249",078933 53569,,,,Andhra Pradesh,India,,,,,,,,,533249.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole Mandal,Sri Anantha Lakshmi Medical And General Stores,"Shop No 2-4/6, Anantha Lakshmi Complex","Shop No 2-4/6, Anantha Lakshmi Complex, Razole Mandal, Main Road, near High School, Ponnamanda, Andhra Pradesh 533248",,,,,Andhra Pradesh,India,,,,4.5,,,,,533248.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole Mandal,SRI ADITYA MEDICAL & GENERAL STORES,"SHOP NO.1, RAZOLE MANDAL","SHOP NO.1, RAZOLE MANDAL, 319 MAIN ROAD, Podalada, Andhra Pradesh 533249",099890 36985,,,,Andhra Pradesh,India,,,,3.7,,,,,533249.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole Mandal,JEEVAM MEDICAL AND GENERAL STORES,"DOR NO 1, 221","DOR NO 1, 221, LIC ROAD, Razole, Andhra Pradesh 533242",089899 96888,,,,Andhra Pradesh,India,,,,,,,,,533242.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole Mandal,Sri Kanaka Mahalakshmi Medical & General Stores,"Gogannamatam, Razole","Gogannamatam, Razole, Andhra Pradesh 533248",,,skmlmedicalstoreggm.com,,Andhra Pradesh,India,,,,5.0,,,,,533248.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole Mandal,MedPlus Tatipaka,"D No 8/243 Sy No 232/1B, Tatipaka","D No 8/243 Sy No 232/1B, Tatipaka, Razole, Andhra Pradesh 533248",090142 06934,,medplusmart.com,,Andhra Pradesh,India,,,,3.0,,,,,533248.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole Mandal,Veera Bhadra Medical And General Stores,"Shop No.6, Market Road Chintalapalli Village Malikipuram Mandal","Shop No.6, Market Road Chintalapalli Village Malikipuram Mandal, 4/7, Main Road, Malikipuram, Andhra Pradesh 533244",099499 42572,,,,Andhra Pradesh,India,,,,5.0,,,,,533244.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole Mandal,SRI RAKSHITA MEDICAL STORES,"SHOP NO.2-174, ROAD","SHOP NO.2-174, ROAD, near PAVAN HOSPITAL, B. Savaram, Razole, Andhra Pradesh 533242",083330 03678,,,,Andhra Pradesh,India,,,,,,,,,533242.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole Mandal,SRI SAI KRISHNA MEDICAL & GENERAL STORE,"SHOP NO.4, RAZOLE MANDAL","SHOP NO.4, RAZOLE MANDAL, 145, KADALI ROAD, Mogalikuduru, Tatipaka, Andhra Pradesh 533249",072870 93992,,,,Andhra Pradesh,India,,,,,,,,,533249.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole Mandal,Venkateswara Ayurvedic Medical Stores,"Razole - Jaggannapeta Road, beside Annapurna Theatre","Razole - Jaggannapeta Road, beside Annapurna Theatre, Razole, Tatipaka, Andhra Pradesh 533249",099492 94220,,,,Andhra Pradesh,India,,,,4.0,,,,,533249.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole Mandal,DHARMA MEDICAL AND GENERAL STORE,"SHOP NO. 5, LAKSHMI GARI KALVA GATTU","SHOP NO. 5, LAKSHMI GARI KALVA GATTU, 18A, MAIN ROAD, Sivakodu, Razole, Andhra Pradesh 533244",099895 58001,,,,Andhra Pradesh,India,,,,,,,,,533244.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole Mandal,Jyothi Medical Shop,"Shop No.22, Razole Mandal","Shop No.22, Razole Mandal, 4/1, Main Road, near Musalamma Thalli Temple, Sivakodu, Andhra Pradesh 533244",078935 69658,,,,Andhra Pradesh,India,,,,,,,,,533244.0,,,,,,,,,,
Hospital & Clinics,pharma store,Razole Mandal,Sri Subhrahmaneswara Medical And General Stores,"Shop No.1, Wednesday Market Center Chintalapalli Village Razole Mandal","Shop No.1, Wednesday Market Center Chintalapalli Village Razole Mandal, 3/1, Main Road, Chintalapalli, Andhra Pradesh 533244",099639 80377,,,,Andhra Pradesh,India,,,,,,,,,533244.0,,,,,,,,,,
Hospital & Clinics,pharma store,Seethanagaram,S S MEDICAL AND GENERAL STORE,"main road, Seethanagaram","main road, Seethanagaram, Andhra Pradesh 533287",,,,,Andhra Pradesh,India,,,,5.0,,,,,533287.0,,,,,,,,,,
Hospital & Clinics,pharma store,Seethanagaram,Apollo Pharmacy Seethanagaram East Godavari,"Ground Floor, No. 4/87","Ground Floor, No. 4/87, Seethanagaram Rd, Chinnakondepudi, Andhra Pradesh 533287",091212 93110,,apollopharmacy.in,,Andhra Pradesh,India,,,,5.0,,,,,533287.0,,,,,,,,,,
Hospital & Clinics,pharma store,Seethanagaram,Ravi Medical and General Stores,"near bus stand, Seethanagaram","near bus stand, Seethanagaram, Andhra Pradesh 534460",070934 50305,,,,Andhra Pradesh,India,,,,5.0,,,,,534460.0,,,,,,,,,,
Hospital & Clinics,pharma store,Seethanagaram,Sri lakshmi venkateswara medical and general stores,"5MGV+Q8M, Seethanagaram","5MGV+Q8M, Seethanagaram, Andhra Pradesh 533287",832458756,,,,Andhra Pradesh,India,,,,,,,,,533287.0,,,,,,,,,,
Hospital & Clinics,pharma store,Seethanagaram,Sri Rama Medicle and General Stores,"5MHV+HX3, Seethanagaram Rd","5MHV+HX3, Seethanagaram Rd, Seethanagaram, Chinnakondepudi, Andhra Pradesh 533287",,,,,Andhra Pradesh,India,,,,3.5,,,,,533287.0,,,,,,,,,,
Hospital & Clinics,pharma store,Seethanagaram,Varalakshmi Medicals,"Main road, Inugantivari peta","Main road, Inugantivari peta, Seethanagaram, Andhra Pradesh 533287",098499 83824,,,,Andhra Pradesh,India,,,,3.6,,,,,533287.0,,,,,,,,,,
Hospital & Clinics,pharma store,Seethanagaram,Malli Medicals,"Seethanagaram Rd, Seethanagaram","Seethanagaram Rd, Seethanagaram, Raghudevapuram, Andhra Pradesh 533287",081064 20989,,,,Andhra Pradesh,India,,,,,,,,,533287.0,,,,,,,,,,
Hospital & Clinics,pharma store,Seethanagaram,Ajantha Medical & General Stores,"Door No: 17, 1-4","Door No: 17, 1-4, Papermill Road, Seethampet, Rajamahendravaram, Andhra Pradesh 533104",,,,,Andhra Pradesh,India,,,,3.7,,,,,533104.0,,,,,,,,,,
Hospital & Clinics,pharma store,Seethanagaram,HARI MEDICALS,"5PC3+36X, Seethanagaram Rd","5PC3+36X, Seethanagaram Rd, Raghudevapuram, Andhra Pradesh 533287",,,,,Andhra Pradesh,India,,,,,,,,,533287.0,,,,,,,,,,
Hospital & Clinics,pharma store,Tadepalligudem Mandalam,Apollo Pharmacy Tadepalli Gudem,"No. 5, 23/15","No. 5, 23/15, Nallajerla Rd, near Hotel Sri Saikrishna, Tadepalligudem, Andhra Pradesh 534101",080089 03430,,apollopharmacy.in,,Andhra Pradesh,India,,,,3.9,,,,,534101.0,,,,,,,,,,
Hospital & Clinics,pharma store,Tadepalligudem Mandalam,Apollo Pharmacy Tadepalligudem3,"No. 3, 1-61/4","No. 3, 1-61/4, K N Rd, beside Hotel Usha Grand, Subbaraopet, Tadepalligudem, Andhra Pradesh 534101",073373 54727,,apollopharmacy.in,,Andhra Pradesh,India,,,,4.6,,,,,534101.0,,,,,,,,,,
Hospital & Clinics,pharma store,Tadepalligudem Mandalam,Chinthaluru Ayurveda Pharmacy,"buchayya's milk shop, Opp to pala","buchayya's milk shop, Opp to pala, Sheshamahal Rd, Salipeta, Tadepalligudem, Andhra Pradesh 534101",098498 43077,,,,Andhra Pradesh,India,,,,5.0,,,,,534101.0,,,,,,,,,,
Hospital & Clinics,pharma store,Tadepalligudem Mandalam,Homeopathi Medical Shop,"RG7G+9QX, Railway Station Rd","RG7G+9QX, Railway Station Rd, Ambedkar Nagar, Tadepalligudem, Andhra Pradesh 534101",087906 30977,,,,Andhra Pradesh,India,,,,4.6,,,,,534101.0,,,,,,,,,,
Hospital & Clinics,pharma store,Tadepalligudem Mandalam,Geeta Sairam Medical & Fancy Stores,"RG9C+CXC, Ward 30","RG9C+CXC, Ward 30, Tp Gudem, Ambedkar Nagar, Tadepalligudem, Andhra Pradesh 534101",099496 28129,,,,Andhra Pradesh,India,,,,5.0,,,,,534101.0,,,,,,,,,,
Hospital & Clinics,pharma store,Tadepalligudem Mandalam,SRI SRINIVASA VET PHARMA,"shop no-2, Opposite port gate","shop no-2, Opposite port gate, Prakasam municipal market, Tadepalligudem, Andhra Pradesh 534101",098666 30633,,,,Andhra Pradesh,India,,,,4.4,,,,,534101.0,,,,,,,,,,
Hospital & Clinics,pharma store,Tadepalligudem Mandalam,PALLAVI MEDICAL & GENERAL STORE,"14-1-113, Eluru Rd","14-1-113, Eluru Rd, Venkatasubbayya Colony, Tadepalligudem, Andhra Pradesh 534101",092487 77972,,,,Andhra Pradesh,India,,,,5.0,,,,,534101.0,,,,,,,,,,
Hospital & Clinics,pharma store,Tadepalligudem Mandalam,SRI SAI KUMAR MEDICAL AND GENERAL STORES,"Tadepalligudem - Nallajerla Rd, Subbaraopet","Tadepalligudem - Nallajerla Rd, Subbaraopet, Tadepalligudem, Andhra Pradesh 534101",094414 47599,,,,Andhra Pradesh,India,,,,5.0,,,,,534101.0,,,,,,,,,,
Hospital & Clinics,pharma store,Tadepalligudem Mandalam,MedPlus Savitrupet Opp Relangi Theater,"Door Number 11, 12-45","Door Number 11, 12-45, Kn Road, Savitrupet, Tadepalligudem, Andhra Pradesh 534101",040 6700 6700,,medplusmart.com,,Andhra Pradesh,India,,,,5.0,,,,,534101.0,,,,,,,,,,
Hospital & Clinics,pharma store,Tadepalligudem Mandalam,Sri Siva Srinivasa medical and general stores,"RG9F+73W, Tadepalligudem - Nallajerla Rd","RG9F+73W, Tadepalligudem - Nallajerla Rd, opposite busstand out gate, Ambedkar Nagar, Tadepalligudem, Andhra Pradesh 534101",099125 93992,,,,Andhra Pradesh,India,,,,5.0,,,,,534101.0,,,,,,,,,,
Hospital & Clinics,pharma store,Tadepalligudem Mandalam,LAKSHMI MEDICAL AND GENERAL STORES,"Eluru Rd, Venkatasubbayya Colony","Eluru Rd, Venkatasubbayya Colony, Yanalapalli, Tadepalligudem, Andhra Pradesh 534101",094932 29947,,,,Andhra Pradesh,India,,,,3.5,,,,,534101.0,,,,,,,,,,
Hospital & Clinics,pharma store,Tadepalligudem Mandalam,Mahalakshmi Medical shop,"Gayatri temple road, 2nd Ward Rd","Gayatri temple road, 2nd Ward Rd, Subbaraopet, Tadepalligudem, Pentapadu, Andhra Pradesh 534101",,,,,Andhra Pradesh,India,,,,3.4,,,,,534101.0,,,,,,,,,,
Hospital & Clinics,pharma store,Tadepalligudem Mandalam,Harsha Medicals,"beside more market, Ambedkar Nagar","beside more market, Ambedkar Nagar, Tadepalligudem, Andhra Pradesh 534101",097041 96586,,,,Andhra Pradesh,India,,,,4.5,,,,,534101.0,,,,,,,,,,
Hospital & Clinics,pharma store,Tadepalligudem Mandalam,D.M BIO REAGENTS,"RG6M+M84, near Masjid","RG6M+M84, near Masjid, Karri Satyavathi Nagar, Tadepalligudem, Andhra Pradesh 534101",099128 19915,,,,Andhra Pradesh,India,,,,5.0,,,,,534101.0,,,,,,,,,,
Hospital & Clinics,pharma store,Tadepalligudem Mandalam,Sri Lakshmi Ganapathi medical and fancy store,"DOOR NO : 2-18 , NEAR VINAYAKA TEMPLE Chinatadepalli","DOOR NO : 2-18 , NEAR VINAYAKA TEMPLE Chinatadepalli, Tadepalligudem, Andhra Pradesh 534101",094411 71484,,,,Andhra Pradesh,India,,,,4.0,,,,,534101.0,,,,,,,,,,
Hospital & Clinics,pharma store,Tadepalligudem Mandalam,Apollo Pharmacy Tadepalligudem 4,"No. 10, 1-11","No. 10, 1-11, Bhimavaram - Tadepalli Gudem Rd, opp. State Bank of India, Savitrupet, Tadepalligudem, Andhra Pradesh 534102",072079 17432,,apollopharmacy.in,,Andhra Pradesh,India,,,,1.0,,,,,534102.0,,,,,,,,,,
Hospital & Clinics,pharma store,Tadepalligudem Mandalam,SK Medical & General Store,"Subbaraopet, Tadepalligudem","Subbaraopet, Tadepalligudem, Andhra Pradesh 534101",090107 87979,,,,Andhra Pradesh,India,,,,5.0,,,,,534101.0,,,,,,,,,,
Hospital & Clinics,pharma store,Tadepalligudem Mandalam,Sri Sai Gayathri Medical Shop,"Subbaraopet, Tadepalligudem","Subbaraopet, Tadepalligudem, Andhra Pradesh 534101",083414 16687,,,,Andhra Pradesh,India,,,,4.9,,,,,534101.0,,,,,,,,,,
Hospital & Clinics,pharma store,Tadepalligudem Mandalam,SRI PAVAN MEDICAL & FANCY STORES,"Kadakatla Rd, Housing Board Colony","Kadakatla Rd, Housing Board Colony, Tadepalligudem, Andhra Pradesh 534101",096523 11456,,,,Andhra Pradesh,India,,,,5.0,,,,,534101.0,,,,,,,,,,
